user_id,transaction_date,region,product_category,sale_amount,price,city,store_id,status,age,subscription,raw_timestamp,email,username
1177,2025-06-14,West,Electronics,1151.44,533.53,Jaipur,S009,Completed,56,Premium,2025-06-14 07:05:00,user1177@example.com,user1177
1125,2025-03-09,West,Sports,7193.07,2634.69,Jaipur,S005,Completed,32,Premium,2025-03-09 00:29:00,user1125@example.com,user1125
1189,2025-06-16,South,Electronics,3884.18,3837.18,Chennai,S002,Pending,37,Basic,2025-06-16 14:31:00,user1189@example.com,user1189
1159,2025-05-26,South,Electronics,3937.8,506.6,Chennai,S011,,34,Standard,2025-05-26 04:00:00,user1159@example.com,user1159
1119,2025-01-31,North,Electronics,7496.41,,Jaipur,S002,,33,Basic,2025-01-31 17:12:00,user1119@example.com,user1119
1053,2025-01-20,East,Sports,2168.29,3020.8,Bengaluru,S015,Completed,61,Basic,2025-01-20 18:05:00,user1053@example.com,user1053
1124,2025-04-11,West,Grocery,5484.55,3638.64,Kolkata,S006,,36,Premium,2025-04-11 00:10:00,user1124@example.com,
1192,2025-03-28,East,Electronics,7222.38,1867.39,Kolkata,S007,Completed,39,Basic,2025-03-28 12:07:00,user1192@example.com,user1192
1071,2025-01-27,North,Clothing,2069.67,2559.71,Chennai,S013,Cancelled,43,Premium,2025-01-27 01:53:00,user1071@example.com,user1071
1141,2025-05-21,West,Electronics,7474.38,3078.42,Delhi,S011,Cancelled,47,Premium,2025-05-21 06:46:00,user1141@example.com,user1141
1043,2025-05-01,North,Furniture,2120.37,3267.56,Kolkata,S011,Pending,35,Basic,2025-05-01 13:21:00,user1043@example.com,user1043
1042,2025-06-14,East,Sports,7257.08,1107.93,Pune,S013,,43,Premium,2025-06-14 05:04:00,user1042@example.com,user1042
1044,2025-03-29,North,Clothing,3009.61,1018.69,Hyderabad,S012,,40,Basic,2025-03-29 17:05:00,user1044@example.com,user1044
1069,2025-03-28,North,Sports,7744.71,2521.94,Chennai,S002,Cancelled,31,Basic,2025-03-28 01:31:00,user1069@example.com,user1069
1079,2025-01-06,South,Grocery,7749.42,374.96,Jaipur,S008,Pending,22,Premium,2025-01-06 04:02:00,user1079@example.com,user1079
1174,2025-01-28,South,Electronics,4456.86,,Delhi,S004,Completed,57,Standard,2025-01-28 23:44:00,user1174@example.com,user1174
1064,2025-05-16,West,Electronics,655.78,2918.63,Kolkata,S005,Pending,54,Premium,2025-05-16 20:27:00,,user1064
1117,2025-03-13,East,Grocery,4257.59,156.11,Kolkata,S012,Cancelled,19,Premium,2025-03-13 10:41:00,user1117@example.com,user1117
1165,2025-04-18,East,Grocery,7408.77,180.15,Pune,S012,,39,Standard,2025-04-18 02:16:00,user1165@example.com,
1074,2025-05-10,South,Clothing,2562.55,1161.74,Chennai,S005,Cancelled,22,Standard,2025-05-10 02:13:00,user1074@example.com,user1074
1057,2025-05-05,West,Sports,1256.43,1072.62,Delhi,S007,Completed,61,Premium,2025-05-05 13:58:00,user1057@example.com,user1057
1182,2025-03-22,West,Clothing,2701.02,4680.05,Jaipur,S001,Cancelled,58,Standard,2025-03-22 23:07:00,user1182@example.com,user1182
1084,2025-04-24,West,Electronics,2310.47,4778.02,Mumbai,S009,Pending,40,Basic,2025-04-24 05:06:00,user1084@example.com,user1084
1110,2025-01-23,South,Clothing,3044.44,973.2,Pune,S012,,17,Standard,2025-01-23 01:45:00,user1110@example.com,user1110
1196,2025-04-14,West,Grocery,594.38,1292.51,Mumbai,S015,Cancelled,39,Basic,2025-04-14 01:24:00,user1196@example.com,user1196
1011,2025-03-09,North,Furniture,2449.51,2981.89,Mumbai,S001,Pending,22,Basic,2025-03-09 23:45:00,user1011@example.com,user1011
1198,2025-04-09,South,Grocery,1148.39,53.44,Bengaluru,S014,Pending,54,Premium,2025-04-09 08:58:00,user1198@example.com,user1198
1092,2025-06-02,East,Grocery,6047.8,333.02,Hyderabad,S008,Cancelled,26,Basic,2025-06-02 02:32:00,user1092@example.com,user1092
1067,2025-06-09,West,Grocery,4037.95,2240.35,Chennai,S003,,45,Standard,2025-06-09 02:13:00,user1067@example.com,user1067
1137,2025-06-20,North,Furniture,2307.24,1277.74,Bengaluru,S004,,31,Premium,2025-06-20 03:49:00,user1137@example.com,user1137
1148,2025-02-18,South,Furniture,7940.34,1164.59,Mumbai,S011,,18,Premium,2025-02-18 10:04:00,,user1148
1059,2025-04-25,North,Clothing,1041.81,4865.1,Chennai,S015,Completed,39,Standard,2025-04-25 11:02:00,user1059@example.com,user1059
1066,2025-06-20,North,Clothing,395.89,230.39,Bengaluru,S001,Pending,16,Basic,2025-06-20 00:06:00,user1066@example.com,user1066
1158,2025-03-21,West,Grocery,4429.55,,Mumbai,S013,,58,Standard,2025-03-21 02:13:00,user1158@example.com,user1158
1167,2025-02-11,North,Grocery,7907.09,2095.05,Hyderabad,S005,Cancelled,42,Basic,2025-02-11 12:44:00,,user1167
1093,2025-06-14,South,Clothing,7541.7,791.27,Mumbai,S014,Completed,41,Standard,2025-06-14 06:25:00,user1093@example.com,user1093
1041,2025-02-03,East,Grocery,803.35,1860.51,Delhi,S003,Cancelled,34,Premium,2025-02-03 00:03:00,user1041@example.com,user1041
1027,2025-04-09,East,Furniture,1100.54,4877.98,Jaipur,S006,Completed,54,Standard,2025-04-09 15:48:00,user1027@example.com,user1027
1158,2025-06-26,East,Sports,3295.43,4147.65,Delhi,S010,Pending,18,Basic,2025-06-26 05:40:00,user1158@example.com,user1158
1091,2025-02-01,East,Electronics,7082.51,3364.54,Pune,S002,,54,Basic,2025-02-01 04:15:00,user1091@example.com,user1091
1078,2025-06-16,East,Grocery,3174.78,2522.86,Delhi,S001,Completed,55,Basic,2025-06-16 13:19:00,user1078@example.com,user1078
1158,2025-04-28,South,Grocery,945.9,2158.69,Mumbai,S013,,48,Standard,2025-04-28 05:51:00,user1158@example.com,user1158
1033,2025-01-22,West,Electronics,6041.27,3267.2,Delhi,S001,Completed,55,Standard,2025-01-22 23:20:00,user1033@example.com,user1033
1033,2025-05-06,East,Clothing,617.58,3783.34,Delhi,S006,Cancelled,45,Premium,2025-05-06 09:51:00,user1033@example.com,user1033
1122,2025-02-23,East,Furniture,3040.91,2023.29,Bengaluru,S011,Cancelled,40,Premium,2025-02-23 18:16:00,user1122@example.com,user1122
1196,2025-05-16,North,Grocery,4485.92,4413.85,Mumbai,S005,,63,Basic,2025-05-16 01:40:00,user1196@example.com,user1196
1147,2025-02-07,West,Grocery,1917.37,4790.32,Bengaluru,S014,Cancelled,35,Standard,2025-02-07 11:21:00,user1147@example.com,user1147
1169,2025-03-22,West,Clothing,1279.98,2166.84,Pune,S015,Completed,24,Basic,2025-03-22 23:00:00,user1169@example.com,user1169
1005,2025-01-14,North,Furniture,940.26,1129.05,Bengaluru,S010,Pending,29,Basic,2025-01-14 00:36:00,user1005@example.com,user1005
1034,2025-01-04,East,Grocery,856.86,4357.72,Bengaluru,S007,Cancelled,16,Premium,2025-01-04 07:45:00,user1034@example.com,user1034
1089,2025-06-02,South,Sports,7503.54,1250.0,Hyderabad,S001,Completed,50,Premium,2025-06-02 20:37:00,user1089@example.com,user1089
1014,2025-01-27,East,Clothing,3364.11,3217.04,Kolkata,S014,Pending,48,Basic,2025-01-27 00:39:00,user1014@example.com,user1014
1185,2025-05-03,West,Grocery,6771.02,2331.68,Jaipur,S003,Pending,22,Basic,2025-05-03 22:34:00,user1185@example.com,
1085,2025-06-27,West,Furniture,5123.34,3431.81,Bengaluru,S005,Pending,21,Standard,2025-06-27 08:45:00,,user1085
1060,2025-02-21,North,Clothing,7053.3,1203.45,Jaipur,S008,Completed,17,Basic,2025-02-21 05:47:00,user1060@example.com,user1060
1078,2025-02-24,West,Sports,7295.24,144.24,Mumbai,S010,Pending,38,Premium,2025-02-24 12:39:00,user1078@example.com,
1035,2025-06-27,West,Electronics,5920.6,,Pune,S004,Completed,64,Standard,2025-06-27 20:40:00,user1035@example.com,user1035
1052,2025-02-22,West,Electronics,6617.98,1443.95,Mumbai,S003,Completed,64,Standard,2025-02-22 03:02:00,user1052@example.com,user1052
1108,2025-03-08,North,Furniture,482.42,4552.57,Jaipur,S014,Cancelled,55,Standard,2025-03-08 00:22:00,,user1108
1111,2025-05-13,South,Electronics,4349.26,4312.57,Mumbai,S010,Cancelled,26,Basic,2025-05-13 03:22:00,,user1111
1195,2025-01-14,South,Electronics,3982.72,930.75,Jaipur,S010,Cancelled,48,Basic,2025-01-14 00:22:00,user1195@example.com,user1195
1054,2025-06-29,East,Electronics,7515.82,2456.56,Mumbai,S011,Cancelled,38,Premium,2025-06-29 07:31:00,user1054@example.com,user1054
1190,2025-01-23,West,Furniture,1728.32,4507.07,Delhi,S007,Pending,45,Premium,2025-01-23 13:56:00,user1190@example.com,user1190
1192,2025-06-04,North,Sports,2680.62,4217.1,Pune,S003,,44,Standard,2025-06-04 20:02:00,user1192@example.com,user1192
1032,2025-03-27,East,Sports,1613.43,3518.8,Delhi,S012,Pending,31,Standard,2025-03-27 14:41:00,user1032@example.com,user1032
1041,2025-03-02,North,Electronics,1400.35,985.21,Delhi,S003,Cancelled,62,Basic,2025-03-02 10:12:00,user1041@example.com,user1041
1163,2025-01-28,South,Grocery,368.06,3957.11,Chennai,S009,Cancelled,45,Premium,2025-01-28 08:13:00,user1163@example.com,user1163
1103,2025-01-02,South,Sports,4740.67,4231.51,Chennai,S011,Pending,57,Premium,2025-01-02 23:15:00,user1103@example.com,user1103
1160,2025-06-29,South,Clothing,6280.79,3151.78,Bengaluru,S014,,46,Basic,2025-06-29 03:57:00,,user1160
1132,2025-06-22,East,Furniture,6247.62,2454.3,Mumbai,S001,Cancelled,50,Premium,2025-06-22 21:59:00,user1132@example.com,user1132
1051,2025-05-13,South,Sports,1719.36,90.37,Pune,S009,Cancelled,42,Standard,2025-05-13 11:06:00,user1051@example.com,user1051
1175,2025-02-17,West,Sports,2908.24,,Bengaluru,S007,,19,Premium,2025-02-17 12:32:00,user1175@example.com,user1175
1160,2025-06-28,North,Electronics,1872.98,4700.26,Chennai,S013,,45,Premium,2025-06-28 21:22:00,user1160@example.com,user1160
1017,2025-06-12,East,Clothing,2889.74,4095.51,Kolkata,S008,Cancelled,64,Standard,2025-06-12 06:30:00,user1017@example.com,user1017
1120,2025-04-01,South,Furniture,7864.84,2413.03,Bengaluru,S006,Pending,57,Basic,2025-04-01 07:17:00,user1120@example.com,user1120
1159,2025-06-13,North,Clothing,7436.94,294.74,Pune,S013,Pending,49,Basic,2025-06-13 02:42:00,user1159@example.com,
1002,2025-02-23,North,Furniture,4904.78,4272.33,Delhi,S013,,38,Premium,2025-02-23 02:41:00,user1002@example.com,user1002
1136,2025-02-12,West,Sports,6325.78,994.88,Chennai,S009,Completed,63,Basic,2025-02-12 19:57:00,user1136@example.com,user1136
1030,2025-03-09,East,Grocery,3995.31,,Jaipur,S015,Pending,60,Basic,2025-03-09 13:14:00,user1030@example.com,user1030
1153,2025-01-02,North,Grocery,5597.5,1491.12,Jaipur,S006,,42,Standard,2025-01-02 05:53:00,user1153@example.com,user1153
1162,2025-06-15,West,Furniture,6487.94,2426.02,Delhi,S001,Pending,61,Basic,2025-06-15 00:01:00,user1162@example.com,user1162
1168,2025-04-04,East,Furniture,3538.0,2774.6,Bengaluru,S005,Cancelled,47,Basic,2025-04-04 10:30:00,user1168@example.com,user1168
1129,2025-03-30,South,Electronics,2714.08,1503.11,Mumbai,S013,Completed,41,Standard,2025-03-30 06:41:00,user1129@example.com,user1129
1146,2025-01-13,West,Electronics,466.53,2380.52,Hyderabad,S013,,55,Premium,2025-01-13 12:19:00,user1146@example.com,user1146
1152,2025-06-24,West,Grocery,5039.69,3321.46,Hyderabad,S007,Completed,57,Premium,2025-06-24 02:13:00,user1152@example.com,user1152
1079,2025-05-24,North,Clothing,3432.1,2159.07,Hyderabad,S008,Completed,23,Basic,2025-05-24 22:16:00,user1079@example.com,user1079
1114,2025-01-18,South,Sports,4776.57,4904.11,Jaipur,S013,,51,Premium,2025-01-18 00:43:00,user1114@example.com,user1114
1038,2025-06-10,West,Electronics,5501.71,4832.08,Mumbai,S004,Completed,24,Basic,2025-06-10 00:27:00,,user1038
1062,2025-04-26,East,Electronics,2990.4,3477.27,Delhi,S012,Completed,34,Standard,2025-04-26 23:47:00,user1062@example.com,user1062
1171,2025-03-07,West,Electronics,578.35,3436.33,Mumbai,S007,Cancelled,35,Standard,2025-03-07 01:45:00,user1171@example.com,user1171
1124,2025-06-05,North,Sports,5849.36,840.69,Mumbai,S006,Pending,56,Basic,2025-06-05 01:20:00,user1124@example.com,user1124
1115,2025-03-11,North,Furniture,579.04,3519.3,Pune,S014,Completed,25,Standard,2025-03-11 18:21:00,user1115@example.com,user1115
1063,2025-04-07,South,Sports,6194.42,2261.83,Hyderabad,S006,Cancelled,33,Basic,2025-04-07 12:43:00,user1063@example.com,user1063
1195,2025-01-11,East,Sports,1261.29,3988.33,Jaipur,S006,Completed,50,Standard,2025-01-11 09:53:00,user1195@example.com,user1195
1192,2025-03-01,West,Grocery,3776.05,1281.13,Hyderabad,S013,,45,Standard,2025-03-01 09:38:00,user1192@example.com,user1192
1197,2025-01-17,North,Sports,2635.84,1017.33,Chennai,S004,Completed,27,Standard,2025-01-17 07:25:00,user1197@example.com,user1197
1091,2025-04-14,East,Clothing,452.3,1876.46,Mumbai,S006,,21,Premium,2025-04-14 16:54:00,user1091@example.com,
1071,2025-05-13,West,Electronics,1716.69,2831.72,Chennai,S005,Cancelled,43,Premium,2025-05-13 19:01:00,user1071@example.com,user1071
1155,2025-02-03,West,Furniture,1687.81,427.45,Hyderabad,S001,Cancelled,61,Basic,2025-02-03 08:53:00,user1155@example.com,user1155
1016,2025-06-03,West,Electronics,2131.83,3206.76,Kolkata,S003,,26,Basic,2025-06-03 20:25:00,user1016@example.com,user1016
1056,2025-02-14,North,Electronics,7231.76,4187.72,Hyderabad,S005,,19,Premium,2025-02-14 01:16:00,user1056@example.com,user1056
1050,2025-06-23,South,Electronics,3818.73,1956.34,Pune,S008,,26,Basic,2025-06-23 23:19:00,user1050@example.com,user1050
1173,2025-01-04,East,Electronics,1339.95,398.15,Pune,S015,Pending,65,Basic,2025-01-04 14:45:00,user1173@example.com,user1173
1098,2025-01-06,South,Furniture,2648.27,586.9,Pune,S003,Cancelled,30,Standard,2025-01-06 20:04:00,,user1098
1141,2025-02-07,East,Furniture,3404.28,136.85,Bengaluru,S006,Pending,32,Basic,2025-02-07 14:55:00,user1141@example.com,user1141
1123,2025-01-30,West,Clothing,4523.55,604.75,Chennai,S006,,32,Premium,2025-01-30 04:32:00,user1123@example.com,user1123
1074,2025-04-17,North,Clothing,7831.19,,Pune,S009,Pending,44,Premium,2025-04-17 05:03:00,user1074@example.com,user1074
1073,2025-02-17,West,Grocery,1824.29,698.99,Delhi,S009,Pending,61,Premium,2025-02-17 11:27:00,user1073@example.com,user1073
1022,2025-06-05,North,Clothing,1727.65,3541.71,Chennai,S010,Cancelled,28,Premium,2025-06-05 23:31:00,user1022@example.com,user1022
1104,2025-01-15,North,Furniture,2325.89,4728.76,Mumbai,S001,,64,Basic,2025-01-15 16:51:00,user1104@example.com,user1104
1063,2025-02-17,North,Electronics,1391.56,2978.53,Hyderabad,S006,,49,Premium,2025-02-17 18:53:00,user1063@example.com,user1063
1082,2025-04-08,West,Furniture,6995.15,2479.07,Hyderabad,S009,Pending,17,Premium,2025-04-08 18:48:00,user1082@example.com,user1082
1046,2025-02-12,North,Sports,6555.51,,Mumbai,S015,Pending,32,Premium,2025-02-12 03:19:00,user1046@example.com,user1046
1118,2025-05-14,South,Electronics,2870.53,903.07,Bengaluru,S002,,47,Standard,2025-05-14 07:44:00,user1118@example.com,user1118
1031,2025-02-01,East,Sports,4775.32,744.63,Jaipur,S012,,26,Premium,2025-02-01 12:56:00,user1031@example.com,user1031
1107,2025-06-02,West,Grocery,7766.89,,Pune,S006,,31,Basic,2025-06-02 19:33:00,user1107@example.com,user1107
1144,2025-03-24,West,Furniture,4187.26,4672.32,Chennai,S014,,58,Standard,2025-03-24 12:54:00,,user1144
1047,2025-01-18,East,Sports,5386.21,2109.43,Kolkata,S013,,56,Premium,2025-01-18 10:27:00,user1047@example.com,user1047
1010,2025-01-09,North,Sports,2260.12,4622.67,Mumbai,S005,Completed,49,Premium,2025-01-09 20:39:00,user1010@example.com,user1010
1073,2025-01-29,East,Electronics,576.68,4606.08,Bengaluru,S002,,53,Standard,2025-01-29 09:22:00,user1073@example.com,user1073
1130,2025-02-03,South,Sports,2377.63,448.36,Bengaluru,S014,,55,Standard,2025-02-03 09:58:00,user1130@example.com,user1130
1051,2025-05-21,South,Sports,2499.24,4095.91,Hyderabad,S004,Cancelled,30,Premium,2025-05-21 22:23:00,user1051@example.com,user1051
1149,2025-04-12,North,Clothing,6908.74,2787.7,Jaipur,S005,Cancelled,29,Basic,2025-04-12 00:59:00,,
1141,2025-01-18,North,Grocery,5295.97,4173.31,Pune,S012,Completed,49,Premium,2025-01-18 19:55:00,user1141@example.com,user1141
1039,2025-04-17,North,Clothing,5435.22,4251.46,Mumbai,S012,,33,Standard,2025-04-17 10:42:00,user1039@example.com,user1039
1032,2025-04-16,South,Sports,4728.09,4814.08,Delhi,S007,Cancelled,55,Standard,2025-04-16 03:00:00,user1032@example.com,user1032
1177,2025-04-28,North,Furniture,2888.33,2981.15,Pune,S001,,40,Basic,2025-04-28 09:46:00,user1177@example.com,user1177
1037,2025-04-22,East,Electronics,6590.94,4845.06,Chennai,S006,Pending,43,Premium,2025-04-22 18:24:00,,user1037
1127,2025-03-18,North,Sports,4997.94,4130.12,Kolkata,S007,,38,Premium,2025-03-18 17:49:00,user1127@example.com,user1127
1002,2025-06-23,East,Electronics,3335.2,3246.2,Delhi,S015,Pending,42,Basic,2025-06-23 02:33:00,user1002@example.com,user1002
1150,2025-03-29,West,Clothing,2965.46,384.69,Bengaluru,S009,Pending,23,Standard,2025-03-29 22:33:00,user1150@example.com,user1150
1130,2025-04-18,North,Sports,1741.57,2067.18,Hyderabad,S011,Completed,38,Standard,2025-04-18 20:10:00,user1130@example.com,user1130
1010,2025-06-27,West,Furniture,5714.04,4585.99,Kolkata,S014,Completed,53,Premium,2025-06-27 13:00:00,user1010@example.com,user1010
1127,2025-05-22,East,Sports,1668.52,735.32,Mumbai,S001,Completed,20,Premium,2025-05-22 18:17:00,user1127@example.com,user1127
1119,2025-06-06,West,Electronics,5508.06,728.2,Chennai,S006,Cancelled,26,Premium,2025-06-06 13:51:00,user1119@example.com,user1119
1149,2025-01-17,South,Sports,3146.69,,Kolkata,S010,Completed,44,Premium,2025-01-17 11:12:00,user1149@example.com,user1149
1011,2025-02-10,East,Furniture,148.69,2282.66,Kolkata,S010,Cancelled,47,Premium,2025-02-10 18:54:00,user1011@example.com,user1011
1183,2025-05-30,North,Grocery,7014.93,3965.85,Chennai,S002,Pending,26,Basic,2025-05-30 07:26:00,user1183@example.com,
1074,2025-04-12,West,Furniture,4316.63,2021.95,Mumbai,S002,,38,Standard,2025-04-12 17:23:00,user1074@example.com,user1074
1072,2025-03-30,West,Furniture,5347.77,787.91,Delhi,S002,Pending,33,Standard,2025-03-30 07:27:00,user1072@example.com,user1072
1113,2025-04-30,North,Furniture,1810.16,3150.43,Chennai,S005,,48,Premium,2025-04-30 07:10:00,user1113@example.com,user1113
1033,2025-06-30,South,Sports,7920.79,2026.71,Chennai,S003,Completed,59,Standard,2025-06-30 08:38:00,user1033@example.com,user1033
1188,2025-04-09,East,Furniture,218.5,3476.37,Chennai,S006,Pending,58,Premium,2025-04-09 00:42:00,user1188@example.com,user1188
1128,2025-03-18,North,Electronics,1888.76,3586.29,Bengaluru,S006,,45,Standard,2025-03-18 06:04:00,user1128@example.com,user1128
1033,2025-03-12,North,Furniture,7185.86,,Jaipur,S004,,38,Standard,2025-03-12 05:01:00,user1033@example.com,user1033
1069,2025-06-05,West,Grocery,415.99,998.46,Bengaluru,S003,,63,Premium,2025-06-05 23:14:00,user1069@example.com,user1069
1045,2025-05-25,South,Sports,2112.2,3424.79,Pune,S015,Completed,23,Standard,2025-05-25 07:36:00,user1045@example.com,user1045
1149,2025-06-05,East,Electronics,393.33,3887.83,Pune,S012,Completed,42,Standard,2025-06-05 22:03:00,user1149@example.com,user1149
1157,2025-02-26,West,Furniture,7576.26,4651.74,Jaipur,S009,Completed,59,Standard,2025-02-26 08:33:00,user1157@example.com,user1157
1199,2025-02-02,East,Electronics,7623.16,2800.04,Delhi,S009,Pending,65,Standard,2025-02-02 15:48:00,user1199@example.com,user1199
1015,2025-02-13,South,Electronics,1691.15,691.4,Jaipur,S011,,31,Standard,2025-02-13 11:22:00,user1015@example.com,user1015
1113,2025-02-04,North,Clothing,7089.01,2820.71,Pune,S011,Completed,51,Basic,2025-02-04 20:22:00,user1113@example.com,user1113
1170,2025-02-09,South,Clothing,1004.38,1808.8,Chennai,S001,Completed,33,Basic,2025-02-09 19:29:00,user1170@example.com,user1170
1114,2025-01-29,South,Grocery,4596.57,2792.08,Hyderabad,S001,,64,Basic,2025-01-29 05:20:00,user1114@example.com,user1114
1189,2025-05-25,South,Grocery,3957.91,1615.85,Pune,S015,Completed,57,Basic,2025-05-25 08:06:00,user1189@example.com,user1189
1167,2025-06-29,East,Electronics,1195.35,,Kolkata,S014,Pending,34,Basic,2025-06-29 08:41:00,user1167@example.com,user1167
1174,2025-02-13,North,Sports,2680.72,4128.38,Pune,S004,Cancelled,24,Standard,2025-02-13 03:50:00,user1174@example.com,user1174
1064,2025-03-03,West,Sports,6442.0,4999.44,Kolkata,S015,Completed,29,Basic,2025-03-03 01:02:00,user1064@example.com,user1064
1076,2025-06-04,West,Clothing,5535.07,2221.51,Kolkata,S002,Completed,44,Basic,2025-06-04 18:40:00,user1076@example.com,user1076
1000,2025-01-09,South,Clothing,2337.73,2577.96,Kolkata,S015,Cancelled,20,Basic,2025-01-09 19:54:00,,user1000
1045,2025-02-12,West,Grocery,6452.89,2841.9,Jaipur,S002,Cancelled,49,Basic,2025-02-12 12:18:00,user1045@example.com,user1045
1160,2025-02-09,West,Electronics,5809.87,3295.6,Kolkata,S006,,58,Standard,2025-02-09 12:38:00,user1160@example.com,user1160
1135,2025-06-12,East,Clothing,5461.6,435.18,Pune,S009,,39,Standard,2025-06-12 00:54:00,user1135@example.com,user1135
1066,2025-01-30,East,Sports,6023.79,4188.23,Mumbai,S004,Cancelled,61,Basic,2025-01-30 07:11:00,user1066@example.com,user1066
1138,2025-05-27,West,Grocery,5468.0,680.08,Mumbai,S011,Completed,45,Standard,2025-05-27 22:07:00,user1138@example.com,user1138
